No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recorded,89,0.02,11,35,7.14
2,these,5014,1.10,46,191,3.39
3,now,1455,0.32,12,175,3.24
4,some,2229,0.49,15,189,2.94
5,i,8459,1.85,37,197,2.32
6,have,6245,1.36,23,197,2.07
7,which,14359,3.14,46,203,1.87
8,but,5356,1.17,12,197,1.36
9,are,8089,1.77,18,204,1.35
10,that,14254,3.12,30,199,1.27
11,from,11141,2.43,19,201,0.96
12,to,32915,7.19,54,209,0.91
13,it,12991,2.84,21,204,0.89
14,be,11463,2.51,18,205,0.84
15,this,9249,2.02,14,199,0.79
16,with,12126,2.65,18,208,0.76
17,are,8089,1.77,12,204,0.76
18,the,149593,32.69,204,210,0.64
19,in,39443,8.62,53,210,0.62
20,to,32915,7.19,43,209,0.58
21,with,12126,2.65,15,208,0.50
22,as,12677,2.77,15,207,0.44
23,and,38157,8.34,42,210,0.33
24,by,17151,3.75,18,209,0.26
25,of,88046,19.24,91,210,0.24
26,on,11701,2.56,12,209,0.23
27,as,12677,2.77,11,207,-0.01
28,by,17151,3.75,13,209,-0.21
29,and,38157,8.34,28,210,-0.25
30,a,27582,6.03,19,209,-0.34
31,the,149593,32.69,96,210,-0.45
32,in,39443,8.62,24,210,-0.52
33,a,27582,6.03,16,209,-0.59
34,of,88046,19.24,43,210,-0.84
