No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,26157,12.52,328,282,2.71
2,this,15562,7.45,164,282,2.46
3,in,70749,33.86,638,287,2.24
4,being,5603,2.68,29,272,1.44
5,is,36036,17.24,184,282,1.42
6,if,5932,2.84,26,266,1.20
7,all,4713,2.26,20,264,1.15
8,has,5293,2.53,22,268,1.12
9,being,5603,2.68,23,272,1.10
10,is,36036,17.24,143,282,1.05
11,we,9420,4.51,35,247,0.96
12,not,9836,4.71,35,280,0.89
13,no,6264,3.00,22,263,0.88
14,which,25206,12.06,85,283,0.82
15,from,18149,8.69,60,283,0.79
16,when,6949,3.33,22,264,0.73
17,these,8095,3.87,25,270,0.69
18,it,22600,10.82,65,282,0.59
19,i,12308,5.89,34,273,0.53
20,it,22600,10.82,60,282,0.47
21,by,26152,12.51,68,287,0.44
22,but,9538,4.56,24,278,0.39
23,the,274657,131.43,662,288,0.33
24,by,26152,12.51,61,287,0.29
25,have,10869,5.20,25,279,0.26
26,to,58867,28.17,134,286,0.25
27,have,10869,5.20,24,279,0.21
28,a,55973,26.79,121,285,0.18
29,as,22812,10.92,49,282,0.17
30,be,24760,11.85,53,283,0.16
31,was,13616,6.52,29,268,0.15
32,to,58867,28.17,125,286,0.15
33,this,15562,7.45,33,282,0.15
34,a,55973,26.79,118,285,0.14
35,for,13862,6.63,29,288,0.13
36,of,170852,81.76,354,288,0.11
37,an,9663,4.62,20,277,0.11
38,the,274657,131.43,566,288,0.11
39,was,13616,6.52,28,268,0.10
40,at,17045,8.16,35,284,0.10
41,are,16072,7.69,32,280,0.06
42,in,70749,33.86,128,287,-0.08
43,are,16072,7.69,28,280,-0.14
44,that,26157,12.52,45,282,-0.15
45,and,71219,34.08,122,288,-0.16
46,which,25206,12.06,42,283,-0.20
47,i,12308,5.89,20,273,-0.24
48,with,21011,10.05,34,285,-0.24
49,be,24760,11.85,40,283,-0.24
50,as,22812,10.92,36,282,-0.28
51,with,21011,10.05,27,285,-0.57
52,from,18149,8.69,21,283,-0.73
53,of,170852,81.76,188,288,-0.80
54,on,19220,9.20,20,287,-0.88
55,and,71219,34.08,45,288,-1.60
