No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,481,0.24,28,143,4.88
2,owing,685,0.34,38,154,4.81
3,due,1775,0.87,74,207,4.40
4,that,31262,15.40,1137,220,4.21
5,view,1678,0.83,49,193,3.89
6,this,21650,10.67,156,220,1.87
7,they,6033,2.97,40,210,1.75
8,in,93737,46.19,598,220,1.69
9,by,30107,14.83,177,220,1.58
10,some,5029,2.48,26,219,1.39
11,there,6215,3.06,32,217,1.39
12,is,56368,27.77,275,220,1.31
13,all,5825,2.87,28,216,1.29
14,no,8024,3.95,38,219,1.26
15,has,9116,4.49,38,219,1.08
16,it,23537,11.60,92,220,0.99
17,from,23617,11.64,91,220,0.97
18,the,341376,168.21,1270,221,0.92
19,were,8432,4.15,31,212,0.90
20,to,67892,33.45,241,220,0.85
21,have,11411,5.62,38,220,0.76
22,these,9687,4.77,32,219,0.75
23,not,11692,5.76,38,219,0.72
24,we,10503,5.18,34,207,0.72
25,is,56368,27.77,170,220,0.61
26,but,10735,5.29,31,220,0.55
27,be,24269,11.96,68,220,0.51
28,was,14066,6.93,38,216,0.45
29,was,14066,6.93,37,216,0.42
30,for,21605,10.65,56,220,0.40
31,which,22349,11.01,57,220,0.37
32,an,10772,5.31,26,220,0.29
33,it,23537,11.60,55,220,0.25
34,not,11692,5.76,27,219,0.23
35,the,341376,168.21,779,221,0.21
36,are,26375,13.00,60,220,0.21
37,this,21650,10.67,47,220,0.14
38,be,24269,11.96,51,220,0.09
39,with,25747,12.69,54,220,0.09
40,in,93737,46.19,193,220,0.06
41,as,25918,12.77,53,220,0.05
42,and,94457,46.54,181,221,-0.04
43,a,77614,38.24,126,220,-0.28
44,a,77614,38.24,125,220,-0.29
45,at,19130,9.43,30,220,-0.33
46,are,26375,13.00,41,220,-0.34
47,of,194587,95.88,287,221,-0.42
48,of,194587,95.88,274,221,-0.49
49,as,25918,12.77,36,220,-0.50
50,for,21605,10.65,28,220,-0.60
51,to,67892,33.45,86,220,-0.64
52,on,25340,12.49,32,220,-0.64
53,on,25340,12.49,30,220,-0.74
54,with,25747,12.69,30,220,-0.76
55,by,30107,14.83,28,220,-1.08
56,and,94457,46.54,66,221,-1.50
